date,areaName,newCasesByPublishDate,cumCasesByPublishDate,newDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDateRate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDateRate
2020-09-27,West Midlands,569,,3,4619.0,77.8,6.0,4633.0,78.1
2020-09-28,West Midlands,327,,1,4620.0,77.9,6.0,4639.0,78.2
2020-09-29,West Midlands,614,,8,4628.0,78.0,3.0,4642.0,78.2
2020-09-30,West Midlands,428,,9,4637.0,78.1,6.0,4648.0,78.3
2020-10-01,West Midlands,606,,4,4641.0,78.2,8.0,4656.0,78.5
2020-10-02,West Midlands,408,,5,4646.0,78.3,5.0,4661.0,78.5
2020-10-03,West Midlands,1039,,8,4654.0,78.4,5.0,4666.0,78.6
2020-10-04,West Midlands,1644,,4,4658.0,78.5,8.0,4674.0,78.8
2020-10-05,West Midlands,906,,4,4662.0,78.6,5.0,4679.0,78.9
2020-10-06,West Midlands,1059,,3,4665.0,78.6,8.0,4687.0,79.0
2020-10-07,West Midlands,928,,5,4670.0,78.7,5.0,4692.0,79.1
2020-10-08,West Midlands,1098,,10,4680.0,78.9,11.0,4703.0,79.3
2020-10-09,West Midlands,805,,5,4685.0,79.0,2.0,4705.0,79.3
2020-10-10,West Midlands,1096,,0,4681.0,78.9,3.0,4708.0,79.3
2020-10-11,West Midlands,946,,16,4697.0,79.2,13.0,4721.0,79.6
2020-10-12,West Midlands,938,,4,4701.0,79.2,5.0,4726.0,79.6
2020-10-13,West Midlands,1086,,12,4713.0,79.4,8.0,4734.0,79.8
2020-10-14,West Midlands,1804,,6,4719.0,79.5,9.0,4743.0,79.9
2020-10-15,West Midlands,1240,,5,4724.0,79.6,12.0,4755.0,80.1
2020-10-16,West Midlands,1696,,13,4737.0,79.8,13.0,4768.0,80.4
2020-10-17,West Midlands,1120,,15,4752.0,80.1,14.0,4782.0,80.6
2020-10-18,West Midlands,1382,,5,4757.0,80.2,6.0,4788.0,80.7
2020-10-19,West Midlands,1383,,9,4766.0,80.3,11.0,4799.0,80.9
2020-10-20,West Midlands,1775,,12,4778.0,80.5,17.0,4816.0,81.2
2020-10-21,West Midlands,2427,,12,4790.0,80.7,12.0,4828.0,81.4
2020-10-22,West Midlands,1694,,12,4802.0,80.9,21.0,4849.0,81.7
2020-10-23,West Midlands,2180,,13,4815.0,81.1,23.0,4872.0,82.1
2020-10-24,West Midlands,2052,,11,4826.0,81.3,11.0,4883.0,82.3
2020-10-25,West Midlands,1439,,17,4843.0,81.6,17.0,4900.0,82.6
2020-10-26,West Midlands,2170,,16,4859.0,81.9,26.0,4926.0,83.0
2020-10-27,West Midlands,2228,,18,4877.0,82.2,26.0,4952.0,83.5
2020-10-28,West Midlands,2576,,25,4902.0,82.6,14.0,4966.0,83.7
2020-10-29,West Midlands,2357,,28,4930.0,83.1,25.0,4991.0,84.1
2020-10-30,West Midlands,2366,,15,4945.0,83.3,30.0,5021.0,84.6
2020-10-31,West Midlands,1793,,29,4974.0,83.8,33.0,5054.0,85.2
2020-11-01,West Midlands,3255,,26,5000.0,84.3,28.0,5082.0,85.6
2020-11-02,West Midlands,1726,,14,5014.0,84.5,38.0,5120.0,86.3
2020-11-03,West Midlands,2152,,42,5056.0,85.2,31.0,5151.0,86.8
2020-11-04,West Midlands,3256,,48,5104.0,86.0,38.0,5189.0,87.4
2020-11-05,West Midlands,2380,,26,5130.0,86.5,38.0,5227.0,88.1
2020-11-06,West Midlands,2872,,30,5160.0,87.0,36.0,5263.0,88.7
2020-11-07,West Midlands,2638,,32,5192.0,87.5,43.0,5306.0,89.4
2020-11-08,West Midlands,2365,,20,5212.0,87.8,38.0,5344.0,90.1
2020-11-09,West Midlands,2983,,35,5247.0,88.4,39.0,5383.0,90.7
2020-11-10,West Midlands,2788,,50,5297.0,89.3,44.0,5427.0,91.5
2020-11-11,West Midlands,2700,,42,5339.0,90.0,47.0,5474.0,92.2
2020-11-12,West Midlands,4348,,63,5402.0,91.0,44.0,5518.0,93.0
2020-11-13,West Midlands,3150,,47,5449.0,91.8,37.0,5555.0,93.6
2020-11-14,West Midlands,2990,,42,5491.0,92.5,43.0,5598.0,94.3
2020-11-15,West Midlands,3125,,24,5515.0,92.9,52.0,5650.0,95.2
2020-11-16,West Midlands,3455,,20,5535.0,93.3,51.0,5701.0,96.1
2020-11-17,West Midlands,2639,,71,5606.0,94.5,46.0,5747.0,96.8
2020-11-18,West Midlands,2006,,54,5660.0,95.4,60.0,5807.0,97.9
2020-11-19,West Midlands,3233,,49,5709.0,96.2,54.0,5861.0,98.8
2020-11-20,West Midlands,3038,,47,5756.0,97.0,61.0,5922.0,99.8
2020-11-21,West Midlands,2738,,57,5813.0,98.0,54.0,5976.0,100.7
2020-11-22,West Midlands,2465,,51,5864.0,98.8,56.0,6032.0,101.7
2020-11-23,West Midlands,2020,,27,5891.0,99.3,61.0,6093.0,102.7
2020-11-24,West Midlands,1244,,79,5970.0,100.6,51.0,6144.0,103.5
2020-11-25,West Midlands,2424,,87,6057.0,102.1,51.0,6195.0,104.4
2020-11-26,West Midlands,2237,,44,6101.0,102.8,59.0,6254.0,105.4
2020-11-27,West Midlands,1718,,53,6154.0,103.7,45.0,6299.0,106.2
2020-11-28,West Midlands,1677,,65,6219.0,104.8,49.0,6348.0,107.0
2020-11-29,West Midlands,1169,,31,6250.0,105.3,72.0,6420.0,108.2
2020-11-30,West Midlands,1718,,26,6276.0,105.8,67.0,6487.0,109.3
2020-12-01,West Midlands,1435,,81,6357.0,107.1,46.0,6533.0,110.1
2020-12-02,West Midlands,1495,,82,6439.0,108.5,43.0,6576.0,110.8
2020-12-03,West Midlands,1356,,46,6485.0,109.3,54.0,6630.0,111.7
2020-12-04,West Midlands,1461,,62,6547.0,110.3,59.0,6689.0,112.7
2020-12-05,West Midlands,1311,,47,6594.0,111.1,42.0,6731.0,113.4
2020-12-06,West Midlands,1581,,32,6626.0,111.7,51.0,6782.0,114.3
2020-12-07,West Midlands,1334,,35,6661.0,112.3,41.0,6823.0,115.0
2020-12-08,West Midlands,1065,,60,6721.0,113.3,56.0,6879.0,115.9
2020-12-09,West Midlands,1381,,75,6796.0,114.5,39.0,6918.0,116.6
2020-12-10,West Midlands,1649,,64,6860.0,115.6,44.0,6962.0,117.3
2020-12-11,West Midlands,1629,,49,6909.0,116.4,28.0,6990.0,117.8
2020-12-12,West Midlands,1509,,63,6972.0,117.5,7.0,6997.0,117.9
2020-12-13,West Midlands,1777,184371.0,25,6997.0,117.9,,,
2020-01-03,South West,0,,0,,,,,
2020-01-04,South West,0,,0,,,,,
2020-01-05,South West,0,,0,,,,,
2020-01-06,South West,0,,0,,,,,
2020-01-07,South West,0,,0,,,,,
2020-01-08,South West,0,,0,,,,,
2020-01-09,South West,0,,0,,,,,
2020-01-10,South West,0,,0,,,,,
2020-01-11,South West,0,,0,,,,,
2020-01-12,South West,0,,0,,,,,
2020-01-13,South West,0,,0,,,,,
2020-01-14,South West,0,,0,,,,,
2020-01-15,South West,0,,0,,,,,
2020-01-16,South West,0,,0,,,,,
2020-01-17,South West,0,,0,,,,,
2020-01-18,South West,0,,0,,,,,
2020-01-19,South West,0,,0,,,,,
2020-01-20,South West,0,,0,,,,,
2020-01-21,South West,0,,0,,,,,
2020-01-22,South West,0,,0,,,,,
2020-01-23,South West,0,,0,,,,,
2020-01-24,South West,0,,0,,,,,
2020-01-25,South West,0,,0,,,,,
2020-01-26,South West,0,,0,,,,,
2020-01-27,South West,0,,0,,,,,
2020-01-28,South West,0,,0,,,,,
2020-01-29,South West,0,,0,,,,,
2020-01-30,South West,0,,0,,,,,
2020-01-31,South West,0,,0,,,,,
2020-02-01,South West,0,,0,,,,,
2020-02-02,South West,0,,0,,,,,
2020-02-03,South West,0,,0,,,,,
2020-02-04,South West,0,,0,,,,,
2020-02-05,South West,0,,0,,,,,
2020-02-06,South West,0,,0,,,,,
2020-02-07,South West,0,,0,,,,,
2020-02-08,South West,0,,0,,,,,
2020-02-09,South West,0,,0,,,,,
2020-02-10,South West,0,,0,,,,,
2020-02-11,South West,0,,0,,,,,
2020-02-12,South West,0,,0,,,,,
2020-02-13,South West,0,,0,,,,,
2020-02-14,South West,0,,0,,,,,
2020-02-15,South West,0,,0,,,,,
2020-02-16,South West,0,,0,,,,,
2020-02-17,South West,0,,0,,,,,
2020-02-18,South West,0,,0,,,,,
2020-02-19,South West,0,,0,,,,,
2020-02-20,South West,0,,0,,,,,
2020-02-21,South West,0,,0,,,,,
2020-02-22,South West,0,,0,,,,,
2020-02-23,South West,0,,0,,,,,
2020-02-24,South West,0,,0,,,,,
2020-02-25,South West,0,,0,,,,,
2020-02-26,South West,0,,0,,,,,
2020-02-27,South West,0,,0,,,,,
2020-02-28,South West,0,,0,,,,,
2020-02-29,South West,0,,0,,,,,
2020-03-01,South West,0,,0,,,,,
2020-03-02,South West,0,,0,,,,,
2020-03-03,South West,0,,0,,,,,
2020-03-04,South West,0,,0,,,,,
2020-03-05,South West,0,,0,,,,,
2020-03-06,South West,0,,0,,,,,
2020-03-07,South West,0,,0,,,,,
2020-03-08,South West,0,,0,,,,,
2020-03-09,South West,0,,0,,,1.0,1.0,0.0
2020-03-10,South West,0,,0,,,0.0,1.0,0.0
2020-03-11,South West,0,,0,,,1.0,2.0,0.0
2020-03-12,South West,0,,0,,,0.0,2.0,0.0
2020-03-13,South West,0,,0,,,0.0,2.0,0.0
2020-03-14,South West,0,,0,,,1.0,3.0,0.1
2020-03-15,South West,0,,0,,,1.0,4.0,0.1
2020-03-16,South West,0,,0,,,0.0,4.0,0.1
2020-03-17,South West,0,,0,,,2.0,6.0,0.1
2020-03-18,South West,0,,0,,,3.0,9.0,0.2
2020-03-19,South West,0,,0,,,4.0,13.0,0.2
2020-03-20,South West,0,,0,,,3.0,16.0,0.3
2020-03-21,South West,0,,0,,,8.0,24.0,0.4
2020-03-22,South West,0,,0,,,6.0,30.0,0.5
2020-03-23,South West,0,,0,,,9.0,39.0,0.7
2020-03-24,South West,0,,0,,,6.0,45.0,0.8
2020-03-25,South West,0,,0,,,10.0,55.0,1.0
2020-03-26,South West,0,,0,,,11.0,66.0,1.2
2020-03-27,South West,0,,0,,,13.0,79.0,1.4
2020-03-28,South West,0,,0,,,23.0,102.0,1.8
2020-03-29,South West,0,,0,,,23.0,125.0,2.2
2020-03-30,South West,0,,0,,,28.0,153.0,2.7
2020-03-31,South West,0,,0,,,26.0,179.0,3.2
2020-04-01,South West,0,,0,,,24.0,203.0,3.6
2020-04-02,South West,0,,0,,,31.0,234.0,4.2
2020-04-03,South West,0,,0,,,32.0,266.0,4.7
2020-04-04,South West,0,,0,,,41.0,307.0,5.5
2020-04-05,South West,0,,0,,,37.0,344.0,6.1
2020-04-06,South West,0,,0,,,42.0,386.0,6.9
2020-04-07,South West,0,,0,,,46.0,432.0,7.7
2020-04-08,South West,0,,0,,,51.0,483.0,8.6
2020-04-09,South West,0,,0,,,31.0,514.0,9.1
2020-04-10,South West,0,,0,,,62.0,576.0,10.2
2020-04-11,South West,0,,0,,,42.0,618.0,11.0
2020-04-12,South West,0,,0,,,37.0,655.0,11.6
2020-04-13,South West,0,,0,,,45.0,700.0,12.4
2020-04-14,South West,0,,0,,,35.0,735.0,13.1
2020-04-15,South West,0,,0,,,41.0,776.0,13.8
2020-04-16,South West,0,,0,,,39.0,815.0,14.5
2020-04-17,South West,309,,0,,,49.0,864.0,15.4
2020-04-18,South West,226,,0,,,41.0,905.0,16.1
2020-04-19,South West,221,,0,,,50.0,955.0,17.0
2020-04-20,South West,192,,0,,,41.0,996.0,17.7
2020-04-21,South West,184,,0,,,46.0,1042.0,18.5
2020-04-22,South West,184,,0,,,31.0,1073.0,19.1
2020-04-23,South West,182,,0,,,35.0,1108.0,19.7
2020-04-24,South West,117,,0,,,37.0,1145.0,20.4
2020-04-25,South West,173,,0,,,26.0,1171.0,20.8
2020-04-26,South West,96,,0,,,37.0,1208.0,21.5
2020-04-27,South West,105,,0,,,33.0,1241.0,22.1
2020-04-28,South West,84,,0,,,29.0,1270.0,22.6
2020-04-29,South West,70,,0,,,33.0,1303.0,23.2
2020-04-30,South West,121,,0,,,38.0,1341.0,23.8
2020-05-01,South West,127,,0,,,11.0,1352.0,24.0
2020-05-02,South West,101,,0,,,24.0,1376.0,24.5
2020-05-03,South West,84,,0,,,20.0,1396.0,24.8
2020-05-04,South West,82,,0,,,30.0,1426.0,25.4
2020-05-05,South West,86,,0,,,30.0,1456.0,25.9
2020-05-06,South West,69,,0,,,32.0,1488.0,26.5
2020-05-07,South West,99,,0,,,29.0,1517.0,27.0
2020-05-08,South West,82,,0,,,14.0,1531.0,27.2
2020-05-09,South West,67,,0,,,24.0,1555.0,27.6
2020-05-10,South West,32,,0,,,13.0,1568.0,27.9
2020-05-11,South West,38,,0,,,12.0,1580.0,28.1
2020-05-12,South West,48,,0,,,7.0,1587.0,28.2
2020-05-13,South West,63,,0,,,16.0,1603.0,28.5
2020-05-14,South West,32,,0,,,12.0,1615.0,28.7
2020-05-15,South West,40,,0,,,7.0,1622.0,28.8
2020-05-16,South West,39,,0,,,10.0,1632.0,29.0
2020-05-17,South West,28,,0,,,11.0,1643.0,29.2
2020-05-18,South West,21,,0,,,10.0,1653.0,29.4
2020-05-19,South West,25,,0,,,14.0,1667.0,29.6
2020-05-20,South West,30,,0,,,9.0,1676.0,29.8
2020-05-21,South West,52,,0,,,10.0,1686.0,30.0
2020-05-22,South West,54,,0,,,10.0,1696.0,30.2
2020-05-23,South West,29,,0,,,11.0,1707.0,30.3
2020-05-24,South West,19,,0,,,8.0,1715.0,30.5
2020-05-25,South West,15,,0,,,11.0,1726.0,30.7
2020-05-26,South West,14,,0,,,12.0,1738.0,30.9
2020-05-27,South West,24,,0,,,8.0,1746.0,31.0
2020-05-28,South West,4,,0,,,13.0,1759.0,31.3
2020-05-29,South West,37,,0,,,11.0,1770.0,31.5
2020-05-30,South West,14,,0,,,7.0,1777.0,31.6
2020-05-31,South West,22,,0,,,5.0,1782.0,31.7
2020-06-01,South West,13,,0,,,8.0,1790.0,31.8
2020-06-02,South West,13,,0,,,4.0,1794.0,31.9
2020-06-03,South West,64,,0,,,8.0,1802.0,32.0
2020-06-04,South West,22,,0,,,6.0,1808.0,32.1
2020-06-05,South West,43,,0,,,3.0,1811.0,32.2
2020-06-06,South West,9,,0,,,3.0,1814.0,32.3
2020-06-07,South West,0,,0,,,11.0,1825.0,32.4
2020-06-08,South West,11,,0,,,4.0,1829.0,32.5
2020-06-09,South West,23,,0,,,1.0,1830.0,32.5
2020-06-10,South West,1,,0,,,4.0,1834.0,32.6
2020-06-11,South West,5,,0,,,4.0,1838.0,32.7
2020-06-12,South West,6,,0,,,2.0,1840.0,32.7
2020-06-13,South West,12,,0,,,2.0,1842.0,32.7
2020-06-14,South West,5,,0,,,2.0,1844.0,32.8
2020-06-15,South West,1,,0,,,2.0,1846.0,32.8
2020-06-16,South West,6,,0,,,4.0,1850.0,32.9
2020-06-17,South West,4,,0,,,2.0,1852.0,32.9
2020-06-18,South West,9,,0,,,1.0,1853.0,32.9
2020-06-19,South West,3,,0,,,1.0,1854.0,33.0
2020-06-20,South West,5,,0,,,1.0,1855.0,33.0
2020-06-21,South West,8,,0,,,2.0,1857.0,33.0
2020-06-22,South West,3,,0,,,1.0,1858.0,33.0
2020-06-23,South West,2,,0,,,4.0,1862.0,33.1
2020-06-24,South West,6,,0,,,2.0,1864.0,33.1
2020-06-25,South West,0,,0,,,0.0,1864.0,33.1
2020-06-26,South West,17,,0,,,1.0,1865.0,33.2
2020-06-27,South West,1,,0,,,0.0,1865.0,33.2
2020-06-28,South West,2,,0,,,0.0,1865.0,33.2
2020-06-29,South West,4,,0,,,1.0,1866.0,33.2
2020-06-30,South West,7,,0,,,3.0,1869.0,33.2
2020-07-01,South West,4744,,0,,,1.0,1870.0,33.2
2020-07-02,South West,10,,0,,,0.0,1870.0,33.2
2020-07-03,South West,13,,0,,,1.0,1871.0,33.3
2020-07-04,South West,14,,0,,,0.0,1871.0,33.3
2020-07-05,South West,10,,0,,,1.0,1872.0,33.3
2020-07-06,South West,9,,0,,,0.0,1872.0,33.3
2020-07-07,South West,7,,0,,,0.0,1872.0,33.3
2020-07-08,South West,14,,0,,,0.0,1872.0,33.3
2020-07-09,South West,31,,0,,,0.0,1872.0,33.3
2020-07-10,South West,11,,0,,,1.0,1873.0,33.3
2020-07-11,South West,22,,0,,,0.0,1873.0,33.3
2020-07-12,South West,15,,0,,,0.0,1873.0,33.3
2020-07-13,South West,10,,0,,,1.0,1874.0,33.3
2020-07-14,South West,10,,0,,,0.0,1874.0,33.3
2020-07-15,South West,8,,0,,,1.0,1875.0,33.3
2020-07-16,South West,14,,0,,,1.0,1876.0,33.4
2020-07-17,South West,12,,0,,,0.0,1876.0,33.4
2020-07-18,South West,6,,0,,,1.0,1877.0,33.4
2020-07-19,South West,30,,0,,,1.0,1878.0,33.4
2020-07-20,South West,20,,0,,,0.0,1878.0,33.4
2020-07-21,South West,9,,0,,,2.0,1880.0,33.4
2020-07-22,South West,13,,0,,,0.0,1880.0,33.4
2020-07-23,South West,29,,0,,,0.0,1880.0,33.4
2020-07-24,South West,26,,0,,,0.0,1880.0,33.4
2020-07-25,South West,32,,0,,,0.0,1880.0,33.4
2020-07-26,South West,41,,0,,,0.0,1880.0,33.4
2020-07-27,South West,25,,0,,,0.0,1880.0,33.4
2020-07-28,South West,18,,0,,,0.0,1880.0,33.4
2020-07-29,South West,31,,0,,,0.0,1880.0,33.4
2020-07-30,South West,42,,0,,,1.0,1881.0,33.4
2020-07-31,South West,61,,0,,,0.0,1881.0,33.4
2020-08-01,South West,49,,0,,,0.0,1881.0,33.4
2020-08-02,South West,34,,0,,,0.0,1881.0,33.4
2020-08-03,South West,18,,0,,,0.0,1881.0,33.4
2020-08-04,South West,14,,0,,,1.0,1882.0,33.5
2020-08-05,South West,26,,0,,,0.0,1882.0,33.5
2020-08-06,South West,54,,0,,,0.0,1882.0,33.5
2020-08-07,South West,31,,0,,,0.0,1882.0,33.5
2020-08-08,South West,50,,0,,,0.0,1882.0,33.5
2020-08-09,South West,43,,0,,,0.0,1882.0,33.5
2020-08-10,South West,36,,0,,,0.0,1882.0,33.5
2020-08-11,South West,33,,0,,,0.0,1882.0,33.5
2020-08-12,South West,17,,0,,,1.0,1883.0,33.5
2020-08-13,South West,0,,0,,,0.0,1883.0,33.5
2020-08-14,South West,84,,0,,,1.0,1884.0,33.5
2020-08-15,South West,28,,0,,,0.0,1884.0,33.5
2020-08-16,South West,70,,0,,,0.0,1884.0,33.5
2020-08-17,South West,25,,0,1876.0,33.4,2.0,1886.0,33.5
2020-08-18,South West,61,,1,1877.0,33.4,0.0,1886.0,33.5
2020-08-19,South West,35,,3,1880.0,33.4,0.0,1886.0,33.5
2020-08-20,South West,47,,0,1879.0,33.4,1.0,1887.0,33.5
2020-08-21,South West,51,,0,1879.0,33.4,0.0,1887.0,33.5
2020-08-22,South West,86,,1,1880.0,33.4,1.0,1888.0,33.6
2020-08-23,South West,53,,0,1879.0,33.4,1.0,1889.0,33.6
2020-08-24,South West,46,,2,1881.0,33.4,0.0,1889.0,33.6
2020-08-25,South West,82,,0,1880.0,33.4,1.0,1890.0,33.6
2020-08-26,South West,39,,1,1881.0,33.4,0.0,1890.0,33.6
2020-08-27,South West,51,,2,1883.0,33.5,1.0,1891.0,33.6
2020-08-28,South West,49,,1,1884.0,33.5,1.0,1892.0,33.6
2020-08-29,South West,45,,0,,,0.0,1892.0,33.6
2020-08-30,South West,73,,1,1885.0,33.5,0.0,1892.0,33.6
2020-08-31,South West,58,,0,1884.0,33.5,0.0,1892.0,33.6
2020-09-01,South West,49,,0,1884.0,33.5,0.0,1892.0,33.6
2020-09-02,South West,46,,1,1885.0,33.5,0.0,1892.0,33.6
2020-09-03,South West,87,,0,1884.0,33.5,0.0,1892.0,33.6
2020-09-04,South West,69,,1,1885.0,33.5,1.0,1893.0,33.7
2020-09-05,South West,72,,0,1885.0,33.5,1.0,1894.0,33.7
2020-09-06,South West,87,,0,1885.0,33.5,0.0,1894.0,33.7
2020-09-07,South West,111,,0,1884.0,33.5,0.0,1894.0,33.7
2020-09-08,South West,103,,3,1887.0,33.5,0.0,1894.0,33.7
2020-09-09,South West,130,,0,1887.0,33.5,0.0,1894.0,33.7
2020-09-10,South West,75,,0,1886.0,33.5,1.0,1895.0,33.7
2020-09-11,South West,117,,1,1887.0,33.5,0.0,1895.0,33.7
2020-09-12,South West,106,,1,1888.0,33.6,0.0,1895.0,33.7
2020-09-13,South West,74,,0,1887.0,33.5,2.0,1897.0,33.7
2020-09-14,South West,56,,2,1889.0,33.6,0.0,1897.0,33.7
2020-09-15,South West,81,,1,1890.0,33.6,2.0,1899.0,33.8
2020-09-16,South West,84,,1,1891.0,33.6,0.0,1899.0,33.8
2020-09-17,South West,85,,1,1892.0,33.6,1.0,1900.0,33.8
2020-09-18,South West,94,,1,1893.0,33.7,1.0,1901.0,33.8
2020-09-19,South West,82,,0,1892.0,33.6,0.0,1901.0,33.8
2020-09-20,South West,92,,1,1893.0,33.7,1.0,1902.0,33.8
2020-09-21,South West,132,,1,1894.0,33.7,0.0,1902.0,33.8
2020-09-22,South West,132,,0,1893.0,33.7,0.0,1902.0,33.8
2020-09-23,South West,169,,3,1896.0,33.7,1.0,1903.0,33.8
2020-09-24,South West,175,,0,1895.0,33.7,2.0,1905.0,33.9
2020-09-25,South West,181,,0,1895.0,33.7,1.0,1906.0,33.9
2020-09-26,South West,141,,3,1898.0,33.7,0.0,1906.0,33.9
2020-09-27,South West,165,,1,1899.0,33.8,1.0,1907.0,33.9
2020-09-28,South West,87,,0,1899.0,33.8,1.0,1908.0,33.9
2020-09-29,South West,182,,1,1900.0,33.8,0.0,1908.0,33.9
2020-09-30,South West,136,,1,1901.0,33.8,1.0,1909.0,33.9
2020-10-01,South West,169,,1,1902.0,33.8,1.0,1910.0,34.0
2020-10-02,South West,193,,1,1903.0,33.8,1.0,1911.0,34.0
2020-10-03,South West,389,,1,1904.0,33.9,1.0,1912.0,34.0
2020-10-04,South West,671,,0,1903.0,33.8,3.0,1915.0,34.0
2020-10-05,South West,484,,0,1903.0,33.8,1.0,1916.0,34.1
2020-10-06,South West,401,,2,1905.0,33.9,1.0,1917.0,34.1
2020-10-07,South West,520,,2,1907.0,33.9,1.0,1918.0,34.1
2020-10-08,South West,768,,1,1908.0,33.9,1.0,1919.0,34.1
2020-10-09,South West,644,,0,1908.0,33.9,2.0,1921.0,34.2
2020-10-10,South West,548,,9,1917.0,34.1,1.0,1922.0,34.2
2020-10-11,South West,341,,0,1911.0,34.0,5.0,1927.0,34.3
2020-10-12,South West,386,,1,1912.0,34.0,4.0,1931.0,34.3
2020-10-13,South West,764,,5,1917.0,34.1,2.0,1933.0,34.4
2020-10-14,South West,897,,4,1921.0,34.2,3.0,1936.0,34.4
2020-10-15,South West,742,,4,1925.0,34.2,2.0,1938.0,34.5
2020-10-16,South West,577,,5,1930.0,34.3,5.0,1943.0,34.5
2020-10-17,South West,800,,4,1934.0,34.4,8.0,1951.0,34.7
2020-10-18,South West,549,,2,1936.0,34.4,4.0,1955.0,34.8
2020-10-19,South West,523,,0,1936.0,34.4,3.0,1958.0,34.8
2020-10-20,South West,1005,,12,1948.0,34.6,3.0,1961.0,34.9
2020-10-21,South West,980,,4,1952.0,34.7,7.0,1968.0,35.0
2020-10-22,South West,989,,0,1952.0,34.7,5.0,1973.0,35.1
2020-10-23,South West,1121,,9,1961.0,34.9,5.0,1978.0,35.2
2020-10-24,South West,1167,,2,1963.0,34.9,7.0,1985.0,35.3
2020-10-25,South West,1339,,4,1967.0,35.0,5.0,1990.0,35.4
2020-10-26,South West,992,,1,1968.0,35.0,8.0,1998.0,35.5
2020-10-27,South West,1112,,17,1985.0,35.3,11.0,2009.0,35.7
2020-10-28,South West,1328,,8,1993.0,35.4,8.0,2017.0,35.9
2020-10-29,South West,1171,,8,2001.0,35.6,15.0,2032.0,36.1
2020-10-30,South West,1228,,7,2008.0,35.7,12.0,2044.0,36.3
2020-10-31,South West,1407,,13,2021.0,35.9,9.0,2053.0,36.5
2020-11-01,South West,1248,,9,2030.0,36.1,8.0,2061.0,36.6
2020-11-02,South West,1084,,0,2030.0,36.1,14.0,2075.0,36.9
2020-11-03,South West,1264,,16,2046.0,36.4,8.0,2083.0,37.0
2020-11-04,South West,1429,,10,2056.0,36.6,7.0,2090.0,37.2
2020-11-05,South West,1215,,10,2066.0,36.7,14.0,2104.0,37.4
2020-11-06,South West,1510,,7,2073.0,36.9,16.0,2120.0,37.7
2020-11-07,South West,1293,,17,2090.0,37.2,11.0,2131.0,37.9
2020-11-08,South West,1016,,8,2098.0,37.3,19.0,2150.0,38.2
2020-11-09,South West,1261,,5,2103.0,37.4,16.0,2166.0,38.5
2020-11-10,South West,1125,,21,2124.0,37.8,10.0,2176.0,38.7
2020-11-11,South West,1281,,20,2144.0,38.1,18.0,2194.0,39.0
2020-11-12,South West,1843,,19,2163.0,38.5,19.0,2213.0,39.3
2020-11-13,South West,1544,,16,2179.0,38.7,15.0,2228.0,39.6
2020-11-14,South West,3368,,23,2202.0,39.1,11.0,2239.0,39.8
2020-11-15,South West,1655,,5,2207.0,39.2,17.0,2256.0,40.1
2020-11-16,South West,1963,,10,2217.0,39.4,23.0,2279.0,40.5
2020-11-17,South West,1259,,0,2215.0,39.4,24.0,2303.0,40.9
2020-11-18,South West,1190,,47,2262.0,40.2,24.0,2327.0,41.4
2020-11-19,South West,1538,,24,2286.0,40.6,21.0,2348.0,41.7
2020-11-20,South West,1333,,29,2315.0,41.2,33.0,2381.0,42.3
2020-11-21,South West,939,,8,2323.0,41.3,36.0,2417.0,43.0
2020-11-22,South West,1017,,31,2354.0,41.9,35.0,2452.0,43.6
2020-11-23,South West,761,,19,2373.0,42.2,19.0,2471.0,43.9
2020-11-24,South West,668,,37,2410.0,42.8,28.0,2499.0,44.4
2020-11-25,South West,840,,34,2444.0,43.5,30.0,2529.0,45.0
2020-11-26,South West,955,,29,2473.0,44.0,19.0,2548.0,45.3
2020-11-27,South West,708,,30,2503.0,44.5,29.0,2577.0,45.8
2020-11-28,South West,879,,37,2540.0,45.2,31.0,2608.0,46.4
2020-11-29,South West,615,,13,2553.0,45.4,30.0,2638.0,46.9
2020-11-30,South West,534,,19,2572.0,45.7,31.0,2669.0,47.5
2020-12-01,South West,687,,40,2612.0,46.4,26.0,2695.0,47.9
2020-12-02,South West,649,,43,2655.0,47.2,21.0,2716.0,48.3
2020-12-03,South West,611,,21,2676.0,47.6,23.0,2739.0,48.7
2020-12-04,South West,749,,32,2708.0,48.1,27.0,2766.0,49.2
2020-12-05,South West,701,,17,2725.0,48.4,22.0,2788.0,49.6
2020-12-06,South West,708,,17,2742.0,48.7,14.0,2802.0,49.8
2020-12-07,South West,622,,2,2744.0,48.8,24.0,2826.0,50.2
2020-12-08,South West,526,,44,2788.0,49.6,21.0,2847.0,50.6
2020-12-09,South West,594,,28,2816.0,50.1,28.0,2875.0,51.1
2020-12-10,South West,700,,32,2848.0,50.6,19.0,2894.0,51.5
2020-12-11,South West,617,,25,2873.0,51.1,22.0,2916.0,51.8
2020-12-12,South West,883,,36,2909.0,51.7,1.0,2917.0,51.9
2020-12-13,South West,972,88443.0,8,2917.0,51.9,,,
2020-01-03,South East,0,,0,,,,,
2020-01-04,South East,0,,0,,,,,
2020-01-05,South East,0,,0,,,,,
2020-01-06,South East,0,,0,,,,,
2020-01-07,South East,0,,0,,,,,
2020-01-08,South East,0,,0,,,,,
2020-01-09,South East,0,,0,,,,,
